Manufacturer,Year,Mileage
nissan,2017,33599.0
nissan,2017,31954.0
nissan,2016,41654.0
nissan,2017,25255.0
nissan,2018,32256.0
nissan,2017,34318.0
nissan,2018,43152.0
nissan,2017,30142.0
nissan,2018,38349.0
nissan,2017,34861.0
nissan,2017,36064.0
nissan,2018,29043.0
nissan,2017,42616.0
nissan,2018,36739.0
nissan,2017,40306.0
nissan,2017,35251.0
nissan,2018,32557.0
nissan,2018,31231.0
nissan,2018,39996.0
nissan,2018,40455.0
nissan,2018,41579.0
nissan,2018,38816.0
nissan,2018,39985.0
nissan,2018,34962.0
nissan,2018,34924.0
nissan,2018,43064.0
nissan,2018,35050.0
nissan,2018,33644.0
nissan,2018,35491.0
nissan,2018,36788.0
nissan,2018,33437.0
nissan,2018,36715.0
nissan,2018,35374.0
nissan,2020,10728.0
nissan,2018,35831.0
nissan,2018,47510.0
nissan,2017,17195.0
nissan,2018,12129.0
nissan,2015,12840.0
nissan,2015,35902.0
nissan,2015,24629.0
nissan,2018,42782.0
nissan,2016,42837.0
nissan,2015,45043.0
nissan,2012,117844.0
nissan,2015,43279.0
nissan,2015,62921.0
nissan,2016,58126.0
nissan,2020,264.0
nissan,2020,15387.0
nissan,2015,43651.0
nissan,2019,34122.0
nissan,2018,52571.0
nissan,2015,63933.0
nissan,2012,100079.0
nissan,2015,37953.0
nissan,2017,8677.0
nissan,2020,21009.0
nissan,2018,39598.0
nissan,2016,98354.0
nissan,2018,41366.0
nissan,2018,28009.0
nissan,2018,33605.0
nissan,2018,36844.0
nissan,2019,37398.0
nissan,2012,92982.0
nissan,2018,35870.0
nissan,2018,34951.0
nissan,2018,39309.0
nissan,2018,29554.0
nissan,2016,19723.0
nissan,2020,14320.0
nissan,2020,11583.0
nissan,2018,44423.0
nissan,2018,65184.0
nissan,2020,19597.0
nissan,2018,51654.0
nissan,2019,24046.0
nissan,2016,53011.0
nissan,2018,54815.0
nissan,2017,15621.0
nissan,2013,144015.0
nissan,2017,31198.0
nissan,2015,91898.0
nissan,2020,15160.0
nissan,2017,37619.0
nissan,2020,10317.0
nissan,2015,24396.0
nissan,2017,58529.0
nissan,2017,59508.0
nissan,2017,74859.0
nissan,2017,62280.0
nissan,2013,100225.0
nissan,2017,54117.0
nissan,2018,56255.0
nissan,2012,162176.0
nissan,2018,50871.0
nissan,2016,77504.0
nissan,2018,48977.0
nissan,2015,73382.0
nissan,2017,54119.0
nissan,2018,53903.0
nissan,2012,159990.0
nissan,2018,51552.0
nissan,2013,105590.0
nissan,2018,54692.0
nissan,2018,43187.0
nissan,2019,18611.0
nissan,2012,206142.0
nissan,2015,101178.0
nissan,2018,37655.0
nissan,2012,107734.0
nissan,2018,53098.0
ram,2017,30421.0
toyota,2008,274117.0
